UserScreenName,UserName,Timestamp,Text,Embedded_text,Emojis,Comments,Likes,Retweets,Image link,Tweet URL,,,,
B. Buck,@BBuck63269384,2023-11-06T19:39:52.000Z,"B. Buck
@BBuck63269384
·
Nov 7","Horrifying  
@DrShayPhD
 @RealCandaceO
 @charliekirk11
 @JackPosobiec
 @realTanyaTay
 @RepKenBuck
 @LeaderMcConnell
 @HouseDemocrats
 @SpeakerJohnson
 @MarshaBlackburn
 @SenRonJohnson
 @DineshDSouza
 @SenJoniErnst
 @greggutfeld",? ? ? ? ? ? ? ?,,,,"['https://pbs.twimg.com/profile_images/1687343702350372865/2Pt9Yhq__mini.jpg', 'https://pbs.twimg.com/ext_tw_video_thumb/1721170141281443840/pu/img/XBq-0kBAxe3X9bvg.jpg']",https://twitter.com/BBuck63269384/status/1721613388525252782,,,,
Joni Ernst,@SenJoniErnst,2023-11-06T19:36:46.000Z,"Joni Ernst
@SenJoniErnst
·
Nov 7",Antisemitism has no place in the halls of Congress.,,208,341,1.5K,['https://pbs.twimg.com/card_img/1731133105417617410/Vh5C7QxQ?format=jpg&name=small'],https://twitter.com/SenJoniErnst/status/1721612607105253447,,,,
Molly Gordy,@mollygordy,2023-11-06T18:15:47.000Z,"Molly Gordy
@mollygordy
·
Nov 7","A reminder that Trump increased our national debt by 35 percent in just four years, while  
@SenJoniErnst
 cheered him on. She’s not a Patriot, she’s a partisan.",,,,,['https://pbs.twimg.com/profile_images/1682228089164554240/Oze8QsT4_mini.jpg'],https://twitter.com/mollygordy/status/1721592229628682622,,,,
Comments on Iowa,@commentoniowa,2023-11-06T17:43:09.000Z,"Comments on Iowa
@commentoniowa
·
Nov 7","liar.  cease fire is 4 both sides, Tom
Stop lying 4 donation$ from 
@israel
 govt, 
@TomCottonAR
.  
@SenJoniErnst
 also a paid foreign agent w Ted Cruz and John Coeprnyn. Thousands of 
@israel
 citizens funneling $Ms into 
@senategop
 coffers or foreign bank acts 
@washingtonpost
 @thehill",,,,,['https://pbs.twimg.com/profile_images/913779154444840960/BqrF3BK-_mini.jpg'],https://twitter.com/commentoniowa/status/1721584017344970875,,,,
Joni Ernst,@SenJoniErnst,2023-11-06T17:08:50.000Z,"Joni Ernst
@SenJoniErnst
·
Nov 7","The reports coming from Treasury should send a clear warning: We cannot continue recklessly spending trillions that we don’t have.

I’m fighting to bring fiscal responsibility back to Washington.",,72,16,47,[],https://twitter.com/SenJoniErnst/status/1721575379758977335,,,,
LeoTerrell,@TheLeoTerrell,2023-11-06T17:01:36.000Z,"LeoTerrell
@TheLeoTerrell
·
Nov 7","RINOS 
@SenJoniErnst
 and #MitchMcConnell are fighting the coach!",,11,41,149,['https://pbs.twimg.com/profile_images/1694851591608627200/hYLDFj9G_mini.jpg'],https://twitter.com/TheLeoTerrell/status/1721573560593109445,,,,
Pete Leo,@peteonpleasant,2023-11-06T14:31:14.000Z,"Pete Leo
@peteonpleasant
·
Nov 6",".
@SenJoniErnst
 $20 billion profit in just one quarter, times 4= $80 billion profit in one year!  With this profit level, why are gas prices so high, other than pure greed? .
@zachnunn
 .
@RepAshleyHinson",?,,,1,"['https://pbs.twimg.com/profile_images/1286711762725871617/gA2IaqbR_mini.jpg', 'https://pbs.twimg.com/media/F-JihD6X0AA_1LU?format=jpg&name=small']",https://twitter.com/peteonpleasant/status/1721535718386794963,,,,
Gary 'I'm with DeSantis' Gross (I prefer winning.),@LFRGary,2023-11-06T07:17:25.000Z,"Gary 'I'm with DeSantis' Gross (I prefer winning.)
@LFRGary
·
Nov 6","Donald Trump is pissed; Ron DeSantis is smiling https://libertyprosperityblog.blogspot.com/2023/11/donald-trump-is-pissed-ron-desantis-is.html… 
@MikeCole610308
 @sistertoldjah
 @nickaramaOG
 @bonchieredstate
 @seanhannity
 @SteveDeaceShow
 @DavidLimbaugh
 @banaianshow
 @JohnWPalme96141
 @KatiePavlich
 @EmilyCompagno
 @bdomenech
 @ChuckGrassley
 @SenJoniErnst",,,,,[],https://twitter.com/LFRGary/status/1721426543195402458,,,,
Teresa C.,@TeresaZebra4445,2023-11-06T00:24:03.000Z,"Teresa C.
@TeresaZebra4445
·
Nov 6","No he should not back down 
@LindseyGrahamSC
 @SenJoniErnst",,,,,['https://pbs.twimg.com/profile_images/1395466528288645133/IEpiPyY9_mini.jpg'],https://twitter.com/TeresaZebra4445/status/1721322517850149221,,,,
Comments on Iowa,@commentoniowa,2023-11-07T23:34:43.000Z,"Comments on Iowa
@commentoniowa
·
Nov 8","11000 Palestinians (not Hamas mbrs) dead, 5000+babies/kids. Babies die in incubators 4 lack of fuel/electricity
This reveals how shallow 
@SenJoniErnst
 ""pro-life"" stance is. 
@gazettedotcom
, Joni is pathetic & panning for $10Ms in campaign and other riches from Jews & 
@israel",,,,,['https://pbs.twimg.com/profile_images/1682228089164554240/Oze8QsT4_mini.jpg'],https://twitter.com/commentoniowa/status/1722034876688322797,,,,
Joe Tagliavia,@Jtagliavia,2023-11-07T23:29:53.000Z,"Joe Tagliavia
@Jtagliavia
·
Nov 8",".
@LindseyGrahamSC
 
@SenJoniErnst
 
@ToddYoungIN
 
Unite with 
@TTuberville
 not the democrats
@Heritage_Action",,,,1,"['https://pbs.twimg.com/profile_images/1541434871976976384/pgd1M1uy_mini.jpg', 'https://pbs.twimg.com/profile_images/1673343202785476616/L7HBDs-w_bigger.jpg']",https://twitter.com/Jtagliavia/status/1722033659841073409,,,,
Joni Ernst,@SenJoniErnst,2023-11-07T22:59:59.000Z,"Joni Ernst
@SenJoniErnst
·
Nov 8","One month ago, Israel was brutally attacked by terrorists.

Americans were killed and taken hostage, and thousands of Israelis, including babies, women, and the elderly, were murdered in the most horrific ways imaginable. 

The U.S. must stand steadfast with our ally. ",,30,28,77,[],https://twitter.com/SenJoniErnst/status/1722026139386835085,,,,
Iowa Credit Union League,@icul,2023-11-07T22:50:31.000Z,"Iowa Credit Union League
@icul
·
Nov 8","#Iowacreditunion leaders had a great meeting with 
@SenJoniErnst
 in DC today. They discussed the need to protect consumer data and highlighted the importance of Community Development Financial Institutions (CDFI).",,,3,5,"['https://pbs.twimg.com/media/F-XbefCXsAAMvgR?format=jpg&name=small', 'https://pbs.twimg.com/media/F-XbefDWUAAtY65?format=jpg&name=360x360', 'https://pbs.twimg.com/media/F-XbefEW4AAFWMa?format=jpg&name=360x360']",https://twitter.com/icul/status/1722023754128142357,,,,
Pedian ∞/21M,@S_Pedian,2023-11-07T22:13:21.000Z,"Pedian ∞/21M
@S_Pedian
·
Nov 8","Have we learned nothing? 
@MarshaBlackburn
 @BillHagertyTN
 @SenJoniErnst
 @SenTedCruz
 @SenKevinCramer
 @SenTomCotton
 @JohnCornyn
 @SenMarcoRubio
 @SenatorRisch
 ",,,,,"['https://pbs.twimg.com/profile_images/1701026145439731712/5vPkG1-2_mini.jpg', 'https://pbs.twimg.com/profile_images/1141459766637662209/FOCXtzk4_bigger.jpg', 'https://pbs.twimg.com/media/F-XLOLTXsAAovt9?format=jpg&name=360x360', 'https://pbs.twimg.com/media/F-XLOLVXoAAvd5k?format=jpg&name=360x360', 'https://pbs.twimg.com/media/F-XLOLTXQAALjwB?format=jpg&name=360x360']",https://twitter.com/S_Pedian/status/1722014399907410387,,,,
Ryan Boone,@premiercommceo,2023-11-07T22:05:57.000Z,"Ryan Boone
@premiercommceo
·
Nov 8","What a great visit to DC. Iowa’s delegation definitely sees the need for EVERY Iowan to have access to high speed, RELIABLE broadband…and they know who will deliver!! 
@ChuckGrassley
 @SenJoniErnst
 @hinsonashley
 @RepFeenstra
 @NTCAconnect",,1,1,15,"['https://pbs.twimg.com/media/F-XRRTrXMAAgQUV?format=jpg&name=360x360', 'https://pbs.twimg.com/media/F-XRRTuW0AAiOSm?format=jpg&name=360x360', 'https://pbs.twimg.com/media/F-XRRTsWAAA0eOP?format=jpg&name=360x360', 'https://pbs.twimg.com/media/F-XRRTuWEAAgs-H?format=jpg&name=360x360']",https://twitter.com/premiercommceo/status/1722012537422500097,,,,
Aspain,@Aspain9525,2023-11-07T22:00:58.000Z,"Aspain
@Aspain9525
·
Nov 8","Bring ""HR 2 - Boarder Bill"" to the floor.  Let the people vote.  
@SenSchumer
  @ChuckGrassley
 @SenJoniErnst
 @JDVance1
 @RandPaul
 @Sen_JoeManchin
 @SenatorSinema
 

Would be good to know how don't you think 
@KariLake
 @JimJusticeWV
 ??",,,,,[],https://twitter.com/Aspain9525/status/1722011286140063814,,,,
Brent Barnett,@BRNAgNews_Brent,2023-11-07T21:51:37.000Z,"Brent Barnett
@BRNAgNews_Brent
·
Nov 8","VIDEO: This week I'm joined by 
@SenJoniErnst
 to talk about the latest farm bill discussions, plus some of her other agricultural priorities as the year winds down. 

Watch here on 
@brownfield
 https://youtube.com/watch?v=DSEpzTMNYAI&t=1s… #agnews",?,,3,4,['https://pbs.twimg.com/card_img/1729623884998025216/pZIJRCCF?format=jpg&name=240x240'],https://twitter.com/BRNAgNews_Brent/status/1722008934251171872,,,,
Fred Hausch,@fritzhausch,2023-11-07T18:46:07.000Z,"Fred Hausch
@fritzhausch
·
Nov 8","Thank you for your leadership 
@POTUS
 take note 
@SenJoniErnst
 @joniernst
 @RepMMM
 @millermeeks
 @ChuckGrassley
 ",,,,,"['https://pbs.twimg.com/profile_images/1559587528109395969/HfLfInk2_mini.jpg', 'https://pbs.twimg.com/media/F-WQ7w7XEAE80xR?format=jpg&name=small']",https://twitter.com/fritzhausch/status/1721962251672859097,,,,
Joni Ernst,@SenJoniErnst,2023-11-07T18:31:46.000Z,"Joni Ernst
@SenJoniErnst
·
Nov 8","#DYK: already purchased, unused border wall materials that Biden abandoned are not only collecting dust in the desert, but are also protected by a fence?

You CAN’T  MAKE  THIS  STUFF  UP 

I’ll be sharing more from my trip to the border today at 2PM 
@SenateGOP",? ? ? ? ? ?,14,23,43,['https://pbs.twimg.com/media/F-WgQNiWEAAbVwC?format=jpg&name=small'],https://twitter.com/SenJoniErnst/status/1721958639697584283,,,,
Ripon Advance,@RiponAdvance,2023-11-07T18:00:00.000Z,"Ripon Advance
@RiponAdvance
·
Nov 8","“By removing this money from Iran’s hands, we can provide more support to victims of terrorism and pay down our national debt,” said 
@SenJoniErnst
 https://bit.ly/3FIIOcN",,,,1,['https://pbs.twimg.com/media/F-WK2W_WoAAKzf3?format=jpg&name=small'],https://twitter.com/RiponAdvance/status/1721950645974974867,,,,
Joni Ernst,@SenJoniErnst,2023-11-07T17:57:15.000Z,"Joni Ernst
@SenJoniErnst
·
Nov 8","President Biden’s war on energy is only furthering the financial strain on working Americans.

It’s time to increase domestic production, invest in Iowa #biofuels, and bring costs down for those who need it most.",,27,17,27,['https://pbs.twimg.com/card_img/1730253667364724737/kvRWm1xt?format=jpg&name=small'],https://twitter.com/SenJoniErnst/status/1721949952803299706,,,,
Joni Ernst,@SenJoniErnst,2023-11-07T16:03:48.000Z,"Joni Ernst
@SenJoniErnst
·
Nov 8","This is heartbreaking and outrageous.

Antisemites and terrorist sympathizers have no place in America.",,22,12,68,['https://pbs.twimg.com/profile_images/1591278197844414464/O6Fp0hFB_mini.jpg'],https://twitter.com/SenJoniErnst/status/1721921401110585618,,,,
TruthBeTold,@TruthSeiker,2023-11-07T12:15:20.000Z,"TruthBeTold
@TruthSeiker
·
Nov 7","Netanyahu is an albatross round
@JoeBiden
's neck.
@GOP
@SpeakerMcCarthy
@HouseGOP
@SenateGOP
@LeaderMcConnell
@LindseyGrahamSC
@SenRonJohnson
Show more",,,,,['https://pbs.twimg.com/media/F-VKDF7WcAA91mt?format=png&name=small'],https://twitter.com/TruthSeiker/status/1721863905276821581,,,,
William Rapfogel,@WRapfogel,2023-11-07T10:23:03.000Z,"William Rapfogel
@WRapfogel
·
Nov 7","Thank you 
@SenJoniErnst
 
@RashidaTlaib
 has incited brutal #JewHatred in America
The murder of an elderly Jewish man in L.A. may be a direct result of that incitement.",,,,,['https://pbs.twimg.com/profile_images/1682228089164554240/Oze8QsT4_mini.jpg'],https://twitter.com/WRapfogel/status/1721835647420252473,,,,
Mom Skelton,@MomSkelton,2023-11-07T08:07:11.000Z,"Mom Skelton
@MomSkelton
·
Nov 7","When GOP senators met 7/4/2018 in Moscow 
@SenJohnThune
 did GOP know then about putin/trump bounties on
US military  
@LindseyGrahamSC
 @SenJoniErnst",?,,1,1,"['https://pbs.twimg.com/profile_images/1716557454220431360/JcNU6Ooa_mini.jpg', 'https://pbs.twimg.com/media/F-Eg0BZbkAANeKU?format=jpg&name=small']",https://twitter.com/MomSkelton/status/1721801456624480613,,,,
Pete Leo,@peteonpleasant,2023-11-07T03:53:03.000Z,"Pete Leo
@peteonpleasant
·
Nov 7",".
@SenJoniErnst
 “Fighting for fiscal responsibility”?  Is that a joke?  We don’t recall you ‘fighting for fiscal responsibility’ when you helped fascist Trump add $8 TRILLION to the deficit in *just four years*.  Or, if you were fighting then, you lost the fight.",,,,1,['https://pbs.twimg.com/profile_images/1682228089164554240/Oze8QsT4_mini.jpg'],https://twitter.com/peteonpleasant/status/1721737503768469983,,,,
davernst,@_davernst_,2023-11-07T03:26:05.000Z,"davernst
@_davernst_
·
Nov 7","Tomorrow all Iowa Public Schools have the day off as it’s a state-wide voting day. How does this benefit the citizens? Clearly it makes it more difficult for those who cannot afford childcare to vote. 
@SenJoniErnst
 you cheat at Scrabble every family get-together. Why this too?",,,,,[],https://twitter.com/_davernst_/status/1721730713651753374,,,,
Jeana,@jinaroosta,2023-11-07T02:15:22.000Z,"Jeana
@jinaroosta
·
Nov 7","Called your office today 
@SenJoniErnst
 & spoke to your very nice staff. Please Co sponsor #MAHSAAct to put sanctions on top leaders of Iran regime & make them accountable for their crimes against humanity! 
We need your support Now!",,,3,7,['https://pbs.twimg.com/media/F-TAxjHXgAAN_ow?format=jpg&name=small'],https://twitter.com/jinaroosta/status/1721712918176088397,,,,
Bob Krause,@KrauseForIowa,2023-11-07T01:19:04.000Z,"Bob Krause
@KrauseForIowa
·
Nov 7","Great that you know this now! But others more slow on the learning curve have to be reminded. Please, all: Can you remind 
@KimReynoldsIA
, 
@BrennaBird
, GOP members of #IaLegis, 
@SenJoniErnst
, 
@ChuckGrassley
, 
@HinsonAshley
, 
@RepMMM
, 
@ZachNunn
, & @RanddyFeenstra? And why are we…
Show more",,2,54,76,"['https://pbs.twimg.com/profile_images/1524072500937768960/e3C6Vpgs_mini.jpg', 'https://pbs.twimg.com/media/F-R3QvyXAAEwvyg?format=jpg&name=small']",https://twitter.com/KrauseForIowa/status/1721698752832942405,,,,
The Bastion Institute,@TheBastionInst,2023-11-08T23:42:47.000Z,"The Bastion Institute
@TheBastionInst
·
Nov 9","Our Honorary Chair 
@SenJoniErnst
 will be joining 
@RuthlessPodcast
 LIVE from Miami. 

Tune in!",,,,,['https://pbs.twimg.com/profile_images/1681833774923800577/l1X9s9Oz_mini.jpg'],https://twitter.com/TheBastionInst/status/1722399297524695391,,,,
Pete Leo,@peteonpleasant,2023-11-08T23:39:25.000Z,"Pete Leo
@peteonpleasant
·
Nov 9",".
@SenJoniErnst
 .
@RepAshleyHinson
 .
@zachnunn
 .
@millermeeks
  Didn’t want you all to miss this opportunity to congratulate President Biden on this economic accomplishment.",,,,,['https://pbs.twimg.com/profile_images/1594082385347215360/NnuN19pl_mini.jpg'],https://twitter.com/peteonpleasant/status/1722398450329813305,,,,
B. Buck,@BBuck63269384,2023-11-08T23:12:08.000Z,"B. Buck
@BBuck63269384
·
Nov 9","And she has spent even more money #RrmoveRonnaMcDaniel  
@dbongino
 @RepMattGaetz
 @MattWhitaker46
 @LeeMZeldin
 @ScottPresler
 @SpeakerJohnson
 @MarshaBlackburn
 @SenRandPaul
 @SenRonJohnson
 @ChuckGrassley
 @SenJoniErnst
 @RepSpartz
 @HagemanforWY
 @cathymcmorris
 @Jim_Jordan",? ?,,,,"['https://pbs.twimg.com/profile_images/1628474658583457793/KRPfh8Zb_mini.jpg', 'https://pbs.twimg.com/profile_images/1696524738288615424/IveIyink_bigger.jpg']",https://twitter.com/BBuck63269384/status/1722391580794126497,,,,
Comments on Iowa,@commentoniowa,2023-11-08T22:57:55.000Z,"Comments on Iowa
@commentoniowa
·
Nov 9","Make no mistake about it, 
@SenJoniErnst
 Donnie Trump w 
@senategop
 left 95% SW border WIDE OPEN after spending $16B, built cute Trump Fence at $10M/mi on JUST 5% in 1461d
They failed USA & did not head experts requests
@senategop
 claims loser's plan given 2 winner is debunked",,,,,['https://pbs.twimg.com/profile_images/1682228089164554240/Oze8QsT4_mini.jpg'],https://twitter.com/commentoniowa/status/1722388006697410964,,,,
Pete Leo,@peteonpleasant,2023-11-08T22:41:38.000Z,"Pete Leo
@peteonpleasant
·
Nov 9",".
@SenJoniErnst
 Oh, well, since you demanded it (because you are such an expert in foreign affairs), you scared President Biden so he’ll for sure hup-to and bomb the shite out of Iran.",,,,,['https://pbs.twimg.com/profile_images/1682228089164554240/Oze8QsT4_mini.jpg'],https://twitter.com/peteonpleasant/status/1722383909294363080,,,,
Joni Ernst,@SenJoniErnst,2023-11-08T22:34:28.000Z,"Joni Ernst
@SenJoniErnst
·
Nov 9","Americans can’t afford #Bidenomics, plain and simple.

We’re not buying your financial fantasy, 
@POTUS
.",,42,9,36,['https://pbs.twimg.com/media/F-chZV1W0AEF-Bs?format=jpg&name=small'],https://twitter.com/SenJoniErnst/status/1722382105265455318,,,,
Matt Díaz,@Giant_Cyclone,2023-11-08T22:18:02.000Z,"Matt Díaz
@Giant_Cyclone
·
Nov 9","Everyone remember how 
@SenJoniErnst
 was CONSTANTLY wailing & crying about how the IRS was going after the little guy with all the people they were hiring? Nah. They're going after the big guys who owe BILLIONS in some cases for back taxes to the federal govt. #PhonyJoni's a liar.",,1,22,115,['https://pbs.twimg.com/profile_images/1686749505977245696/qfv8OBam_mini.jpg'],https://twitter.com/Giant_Cyclone/status/1722377968201113847,,,,
Andy,@IowaHawkeye68,2023-11-08T21:41:44.000Z,"Andy
@IowaHawkeye68
·
Nov 9","Laura thanks for exposing all of this to us. I wonder if the 
@GOP
 will finally get behind President Trump and this witch hunt against him? We have two  RINOS here in Nebraska; 
@RepDonBacon
 & 
@SenatorFischer
 who will do nothing and in Iowa 
@SenJoniErnst
 is just as bad.",,,,,"['https://pbs.twimg.com/profile_images/1658285463864475648/h7FZ7itj_mini.jpg', 'https://pbs.twimg.com/media/F-boDe2XYAAJTB9?format=jpg&name=small']",https://twitter.com/IowaHawkeye68/status/1722368834126922222,,,,
Hannah Cox,@HannahDCox,2023-11-08T21:32:40.000Z,"Hannah Cox
@HannahDCox
·
Nov 9","Fauci has left the NIH, but the corruption hasn't. 

Fortunately, while the American people may be starting to forget the atrocities committed by this agency, a number of Congressional leaders are keeping the pressure on - including 
@SenJoniErnst
 and 
@Eric_Schmitt
.

The Senators…
Show more",,2,24,57,[],https://twitter.com/HannahDCox/status/1722366550533943359,,,,
W Rose,@WLRoseMSL_10262,2023-11-08T20:58:02.000Z,"W Rose
@WLRoseMSL_10262
·
Nov 9","What a DISAPPOINTMENT that 
@SenJoniErnst
  Ernst is part of the MITCH MCCONNELL RINO BRIGADE.  ",? ? ? ? ?,,,,[],https://twitter.com/WLRoseMSL_10262/status/1722357837047726388,,,,
Joni Ernst,@SenJoniErnst,2023-11-08T20:52:35.000Z,"Joni Ernst
@SenJoniErnst
·
Nov 9","From disastrous foreign policy to an unaffordable economic agenda, Joe Biden has failed the American people at every turn.
 
We need leadership in the White House.",,10,4,11,['https://pbs.twimg.com/card_img/1729533482756669441/-syZlyJX?format=jpg&name=small'],https://twitter.com/SenJoniErnst/status/1722356465795490135,,,,
Joni Ernst,@SenJoniErnst,2023-11-08T19:28:56.000Z,"Joni Ernst
@SenJoniErnst
·
Nov 9","At least 45 American servicemembers have been injured from attacks by Iranian proxies.

For the safety and security of our troops in the region, I’m demanding President Biden act swiftly to hold the IRGC accountable.",,35,78,117,['https://pbs.twimg.com/card_img/1729337629898878977/QBvxyoqd?format=jpg&name=small'],https://twitter.com/SenJoniErnst/status/1722335411886805103,,,,
Soli Deo Gloria,@SDG_DOM,2023-11-08T18:28:19.000Z,"Soli Deo Gloria
@SDG_DOM
·
Nov 9","Republicans Who Threw in the Towel on Marriage Ready to Throw Tuberville under the Bus on Life  https://washingtonstand.com/commentary/republicans-who-threw-in-the-towel-on-marriage-ready-to-throw-tuberville-under-the-bus-on-life-…  
@ToddYoungIN
 @SenJoniErnst
 @MittRomney",,,,,['https://pbs.twimg.com/card_img/1730132198332739584/Yv_O6_Ku?format=jpg&name=small'],https://twitter.com/SDG_DOM/status/1722320160030179718,,,,
Joni Ernst,@SenJoniErnst,2023-11-09T23:43:54.000Z,"Joni Ernst
@SenJoniErnst
·
Nov 10","Taxpayers are paying billions for federal buildings that no one steps foot in.

After months of calling attention to this massive waste of taxpayer $ and abuse of tele-”work,” GSA is finally taking action.

This is a great first step for accountability. #MakeEmSqueal",,22,6,28,['https://pbs.twimg.com/media/F-h63-lWMAE63u5?format=jpg&name=small'],https://twitter.com/SenJoniErnst/status/1722761964613423344,,,,
Chelsea Wilkinson,@hellseathinks,2023-11-09T22:31:00.000Z,"Chelsea Wilkinson
@hellseathinks
·
Nov 10",".
@lawler4ny
 @RepLCD
 @SenatorRomney
 @SenatorCollins
 @SenJoniErnst
 @JDVance1
 @SenCapito
 @RepSteel
 @RepLaHood",,,1,1,"['https://pbs.twimg.com/profile_images/1357802349872353285/7qNpk29c_mini.jpg', 'https://pbs.twimg.com/media/F-hozoHbUAAOf5K?format=jpg&name=small']",https://twitter.com/hellseathinks/status/1722743617318744065,,,,
Joni Ernst,@SenJoniErnst,2023-11-09T21:28:57.000Z,"Joni Ernst
@SenJoniErnst
·
Nov 10","Antisemitism has no place on our college campuses, period.

Any university or administrator who gives a free pass to terrorist sympathizers should lose their federal funding.",,48,32,106,[],https://twitter.com/SenJoniErnst/status/1722728004730659236,,,,
Joni Ernst,@SenJoniErnst,2023-11-09T20:22:50.000Z,"Joni Ernst
@SenJoniErnst
·
Nov 10","President Biden’s failure to enforce sanctions against Iran has sent a clear signal of weakness to China.

His appeasement has enriched dictators around the world, and America is less safe for it.",,27,23,48,['https://pbs.twimg.com/card_img/1730130223616622592/YKJeAepy?format=jpg&name=small'],https://twitter.com/SenJoniErnst/status/1722711366207746114,,,,
Pete Leo,@peteonpleasant,2023-11-09T19:54:34.000Z,"Pete Leo
@peteonpleasant
·
Nov 10",".
@SenJoniErnst
 So you are saying let’s know nothing about these dangerous viruses, and that Fauci can’t be trusted even though past GOP presidents have?  Are you getting your talking points from propandist Rand Paul? Your science-denying credentials are showing.",,,,1,['https://pbs.twimg.com/profile_images/1682228089164554240/Oze8QsT4_mini.jpg'],https://twitter.com/peteonpleasant/status/1722704250415792432,,,,
EndAmharaGenocide/JusticeForAmhara,@Shalomzon,2023-11-09T19:46:15.000Z,"EndAmharaGenocide/JusticeForAmhara
@Shalomzon
·
Nov 10","#AmharaGenocide #Justice4Amhara
#NeverForgetMaikadra

#TPLFTerroristGroup To 
@IntlCrimCourt
@AsstSecStateAF
 @SecBlinken
 @RepStefanik
 @StateDept
 @EU_Commission
 @SFRCdems
 @HouseForeign
 @SenJoniErnst
 @HouseForeignGOP
 @RepMcCaul
 @MikeHammerUSA
 @JoeBiden
 @vonderleyen
 @JosepBorrellF",?,,1,1,"['https://pbs.twimg.com/profile_images/1723354797997260800/ct6A4R2__mini.jpg', 'https://pbs.twimg.com/media/F-goYoGWUAASLEr?format=jpg&name=small']",https://twitter.com/Shalomzon/status/1722702158808653884,,,,
Joni Ernst,@SenJoniErnst,2023-11-09T19:15:55.000Z,"Joni Ernst
@SenJoniErnst
·
Nov 10","Wonderful to see 
@EthanolRFA
 launch their Veterans for Renewable Fuels Initiative today!

One out of every six ethanol industry workers are veterans, and I’m proud to support each of them as a fellow vet and an advocate for #Biofuels!",,2,6,8,['https://pbs.twimg.com/card_img/1730229311578193928/tfGnEAJ6?format=jpg&name=small'],https://twitter.com/SenJoniErnst/status/1722694522923073600,,,,
Matt Díaz,@Giant_Cyclone,2023-11-09T19:14:39.000Z,"Matt Díaz
@Giant_Cyclone
·
Nov 10","Koch Industries still pulls the strings of 
@SenJoniErnst
. They bought her senate seat, so she does whatever she’s told. #PhonyJoni",?,,,5,"['https://pbs.twimg.com/profile_images/1652658773809569794/idqieMgc_mini.jpg', 'https://pbs.twimg.com/media/F-ftckfbAAEwAi6?format=jpg&name=small']",https://twitter.com/Giant_Cyclone/status/1722694205867233555,,,,
Molly Gordy,@mollygordy,2023-11-09T19:13:26.000Z,"Molly Gordy
@mollygordy
·
Nov 10","A reminder that every American is less safe because 
@SenJoniErnst
 took million$$$ from the NRA to put assault weapons on our streets, in the hands of mentally ill, and in schoolyards. Which is the threat closer to your home.",,1,1,1,['https://pbs.twimg.com/profile_images/1682228089164554240/Oze8QsT4_mini.jpg'],https://twitter.com/mollygordy/status/1722693901264257486,,,,
Patrick,@PGL1963,2023-11-09T19:10:25.000Z,"Patrick
@PGL1963
·
Nov 10","#primaryrinos
@LindseyGrahamSC
 
@SenJoniErnst
 
@SenatorRomney
 
@DanSullivan_AK
 
@ToddYoungIN",,,,,['https://pbs.twimg.com/card_img/1730286415412436993/8K26jy3J?format=jpg&name=small'],https://twitter.com/PGL1963/status/1722693142082703763,,,,
Joni Ernst,@SenJoniErnst,2023-11-09T18:58:34.000Z,"Joni Ernst
@SenJoniErnst
·
Nov 10","Unacceptable.

Every American is less safe because of Joe Biden’s open border.

Secure the border NOW.",,43,18,55,['https://pbs.twimg.com/profile_images/1618294339947614210/ss1Pbu84_mini.jpg'],https://twitter.com/SenJoniErnst/status/1722690156841332910,,,,
Joni Ernst,@SenJoniErnst,2023-11-09T17:12:22.000Z,"Joni Ernst
@SenJoniErnst
·
Nov 10","The idea of another Fauci-funded lab conducting dangerous experiments on pathogens of pandemic potential - here within our own borders - should concern every American.

I’m demanding answers.",,70,38,129,['https://pbs.twimg.com/card_img/1729679078490361856/4WlXVOol?format=jpg&name=small'],https://twitter.com/SenJoniErnst/status/1722663433709985835,,,,
Aspain,@Aspain9525,2023-11-09T16:01:27.000Z,"Aspain
@Aspain9525
·
Nov 10","Shut TickTock down 
@NunnForCongress
 @SenJoniErnst
 @ChuckGrassley
 @RandPaul
 @HawleyMO",,,,,[],https://twitter.com/Aspain9525/status/1722645585222644219,,,,
Joni Ernst,@SenJoniErnst,2023-11-09T15:49:51.000Z,"Joni Ernst
@SenJoniErnst
·
Nov 9","Joe Biden’s open border is the drug cartel’s dream scenario, and they are taking full advantage of it.
 
#BidenBorderCrisis",,28,17,47,['https://pbs.twimg.com/card_img/1730267101670338560/mdGKQCin?format=jpg&name=small'],https://twitter.com/SenJoniErnst/status/1722642668180623863,,,,
Molly Gordy,@mollygordy,2023-11-09T14:49:58.000Z,"Molly Gordy
@mollygordy
·
Nov 9","What 
@SenJoniErnst
 and 
@JohnCornyn
 are hiding from you:",,,,,['https://pbs.twimg.com/profile_images/1686749505977245696/qfv8OBam_mini.jpg'],https://twitter.com/mollygordy/status/1722627596083691525,,,,
Preston Moore,@itsprestonm,2023-11-09T14:45:55.000Z,"Preston Moore
@itsprestonm
·
Nov 9","On animal welfare, Tom Vilsack is falling woefully short.
@RepAshleyHinson
 @RepMMM
 @NunnForCongress
 @RepFeenstra
 @SenJoniErnst
 @ChuckGrassley",,,,,['https://pbs.twimg.com/card_img/1730240860682407936/pOeTXZfL?format=jpg&name=small'],https://twitter.com/itsprestonm/status/1722626575697661992,,,,
